SCIENTIFIC_NAME,SPECIES,LAKE,LATITUDE,LONGITUDE,LOCATION,SPAWNING,SOURCE,REFERENCE
Prosopium cylindraceum,Round whitefish,Superior,46.88,-91.91666667,,Yes,GLAHF,Goodyear Spawning Atlas
Prosopium cylindraceum,Round whitefish,Superior,47.07,-91.6,,Yes,GLAHF,Goodyear Spawning Atlas
Prosopium cylindraceum,Round whitefish,Superior,47.03,-91.63333333,,Yes,GLAHF,Goodyear Spawning Atlas
Prosopium cylindraceum,Round whitefish,Superior,47.03,-91.63333333,,Yes,GLAHF,Goodyear Spawning Atlas
Prosopium cylindraceum,Round whitefish,Superior,47.17,-91.41666667,,Yes,GLAHF,Goodyear Spawning Atlas
Prosopium cylindraceum,Round whitefish,Superior,48.02,-89.51666667,,Yes,GLAHF,Goodyear Spawning Atlas
Prosopium cylindraceum,Round whitefish,Superior,48,-89.56666667,,Yes,GLAHF,Goodyear Spawning Atlas
Prosopium cylindraceum,Round whitefish,Superior,47.97,-89.61666667,,Yes,GLAHF,Goodyear Spawning Atlas
Prosopium cylindraceum,Round whitefish,Superior,47.95,-89.66666667,,Yes,GLAHF,Goodyear Spawning Atlas
Prosopium cylindraceum,Round whitefish,Superior,47.98,-89.56666667,,Yes,GLAHF,Goodyear Spawning Atlas
Prosopium cylindraceum,Round whitefish,Superior,47.75,-90.33333333,,Yes,GLAHF,Goodyear Spawning Atlas
Prosopium cylindraceum,Round whitefish,Superior,47.77,-90.26666667,,Yes,GLAHF,Goodyear Spawning Atlas
Prosopium cylindraceum,Round whitefish,Superior,47.7,-90.51666667,,Yes,GLAHF,Goodyear Spawning Atlas
Prosopium cylindraceum,Round whitefish,Superior,46.73,-90.68333333,,Yes,GLAHF,Goodyear Spawning Atlas
Prosopium cylindraceum,Round whitefish,Superior,46.98,-90.86666667,,Yes,GLAHF,Goodyear Spawning Atlas
Prosopium cylindraceum,Round whitefish,Superior,46.97,-90.8,,Yes,GLAHF,Goodyear Spawning Atlas
Prosopium cylindraceum,Round whitefish,Superior,47.03,-90.43333333,,Yes,GLAHF,Goodyear Spawning Atlas
Prosopium cylindraceum,Round whitefish,Superior,46.98,-90.45,,Yes,GLAHF,Goodyear Spawning Atlas
Prosopium cylindraceum,Round whitefish,Superior,46.88,-90.48333333,,Yes,GLAHF,Goodyear Spawning Atlas
Prosopium cylindraceum,Round whitefish,Superior,48,-88.83333333,,Yes,GLAHF,Goodyear Spawning Atlas
Prosopium cylindraceum,Round whitefish,Superior,47.17,-88.5,,Yes,GLAHF,Goodyear Spawning Atlas
Prosopium cylindraceum,Round whitefish,Superior,47.47,-87.9,,Yes,GLAHF,Goodyear Spawning Atlas
Prosopium cylindraceum,Round whitefish,Superior,47.42,-87.61666667,,Yes,GLAHF,Goodyear Spawning Atlas
Prosopium cylindraceum,Round whitefish,Superior,47.4,-87.71666667,,Yes,GLAHF,Goodyear Spawning Atlas
Prosopium cylindraceum,Round whitefish,Superior,47.35,-87.93333333,,Yes,GLAHF,Goodyear Spawning Atlas
Prosopium cylindraceum,Round whitefish,Superior,47.38,-87.93333333,,Yes,GLAHF,Goodyear Spawning Atlas
Prosopium cylindraceum,Round whitefish,Superior,47.32,-87.96666667,,Yes,GLAHF,Goodyear Spawning Atlas
Prosopium cylindraceum,Round whitefish,Superior,47.23,-88.16666667,,Yes,GLAHF,Goodyear Spawning Atlas
Prosopium cylindraceum,Round whitefish,Superior,47.25,-88.1,,Yes,GLAHF,Goodyear Spawning Atlas
Prosopium cylindraceum,Round whitefish,Superior,46.97,-88.33333333,,Yes,GLAHF,Goodyear Spawning Atlas
Prosopium cylindraceum,Round whitefish,Superior,46.87,-88.45,,Yes,GLAHF,Goodyear Spawning Atlas
Prosopium cylindraceum,Round whitefish,Superior,46.87,-88.48333333,,Yes,GLAHF,Goodyear Spawning Atlas
Prosopium cylindraceum,Round whitefish,Superior,46.85,-88.4,,Yes,GLAHF,Goodyear Spawning Atlas
Prosopium cylindraceum,Round whitefish,Superior,46.83,-88.4,,Yes,GLAHF,Goodyear Spawning Atlas
Prosopium cylindraceum,Round whitefish,Superior,46.77,-88.46666667,,Yes,GLAHF,Goodyear Spawning Atlas
Prosopium cylindraceum,Round whitefish,Superior,46.78,-88.46666667,,Yes,GLAHF,Goodyear Spawning Atlas
Prosopium cylindraceum,Round whitefish,Superior,46.78,-88.46666667,,Yes,GLAHF,Goodyear Spawning Atlas
Prosopium cylindraceum,Round whitefish,Superior,46.85,-88.43333333,,Yes,GLAHF,Goodyear Spawning Atlas
Prosopium cylindraceum,Round whitefish,Superior,46.55,-87.38333333,,Yes,GLAHF,Goodyear Spawning Atlas
Prosopium cylindraceum,Round whitefish,Superior,46.57,-87.38333333,,Yes,GLAHF,Goodyear Spawning Atlas
Prosopium cylindraceum,Round whitefish,Superior,46.7,-85.41666667,,Yes,GLAHF,Goodyear Spawning Atlas
Prosopium cylindraceum,Round whitefish,Superior,46.72,-85.36666667,,Yes,GLAHF,Goodyear Spawning Atlas
Prosopium cylindraceum,Round whitefish,Superior,48.52,-88.95,,Yes,GLAHF,Goodyear Spawning Atlas
Prosopium cylindraceum,Round whitefish,Superior,48.95,-88.25,,Yes,GLAHF,Goodyear Spawning Atlas
Prosopium cylindraceum,Round whitefish,Superior,48.93,-87.86666667,,Yes,GLAHF,Goodyear Spawning Atlas
Prosopium cylindraceum,Round whitefish,Superior,48.92,-87.76666667,,Yes,GLAHF,Goodyear Spawning Atlas
Prosopium cylindraceum,Round whitefish,Superior,47.75,-85.78333333,,Yes,GLAHF,Goodyear Spawning Atlas
Prosopium cylindraceum,Round whitefish,Superior,47.58,-84.96666667,,Yes,GLAHF,Goodyear Spawning Atlas
Prosopium cylindraceum,Round whitefish,Superior,46.49,-84.45833333,,Yes,GLAHF,Goodyear Spawning Atlas
Prosopium cylindraceum,Round whitefish,Superior,46.51,-84.425,,Yes,GLAHF,Goodyear Spawning Atlas
