// DEFI Series
// CSV File
// Firmware Version 1.02
// Software Version 1.03
[Head]
SondeName=DEFI2-L
SondeNo=0AAO026
SensorType=Q2B0
SensorType2=0101
SensorType3=60
Channel=2
Interval=30
SampleCnt=12389
StartTime=2019/11/27 08:30:00
EndTime=2019/12/01 15:44:00
StopTime=2019/12/01 15:44:09
Status=01000
DepAdjRho=1.0250
ImmersionEN=1
CoefDate=2016/07/06
Immersion_Effect=1.4
Ch1=+9.316367e+03,-1.436137e-01,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch2=1.169766e-02,8.109043e-04,0.000000e00,0.000000e00,0.000000e00,0.000000e00,0.000000e00,0.000000e00,
[Item]
TimeStamp,Quantum [umol/(m^2s)],Batt. [V],
2019/11/28 09:50:30,13.0,1.7,
2019/11/28 09:51:00,14.3,1.7,
2019/11/28 09:51:30,13.7,1.7,
2019/11/28 09:52:00,14.1,1.7,
2019/11/28 09:52:30,14.7,1.7,
2019/11/28 09:53:00,12.4,1.7,
2019/11/28 09:53:30,15.2,1.7,
2019/11/28 09:54:00,14.6,1.7,
2019/11/28 09:54:30,15.1,1.7,
2019/11/28 09:55:00,12.8,1.7,
2019/11/28 09:55:30,14.7,1.7,
2019/11/28 09:56:00,15.3,1.7,
2019/11/28 09:56:30,12.6,1.7,
2019/11/28 09:57:00,15.2,1.7,
2019/11/28 09:57:30,14.8,1.7,
2019/11/28 09:58:00,15.4,1.7,
2019/11/28 09:58:30,13.2,1.7,
2019/11/28 09:59:00,14.8,1.7,
2019/11/28 09:59:30,14.8,1.7,
2019/11/28 10:00:00,14.5,1.7,
2019/11/28 10:00:30,12.3,1.7,
2019/11/28 10:01:00,13.6,1.7,
2019/11/28 10:01:30,14.6,1.7,
2019/11/28 10:02:00,12.7,1.7,
2019/11/28 10:02:30,12.4,1.7,
2019/11/28 10:03:00,13.9,1.7,
2019/11/28 10:03:30,14.7,1.7,
2019/11/28 10:04:00,14.9,1.7,
2019/11/28 10:04:30,12.0,1.7,
2019/11/28 10:05:00,13.1,1.7,
2019/11/28 10:05:30,15.2,1.7,
2019/11/28 10:06:00,15.1,1.7,
2019/11/28 10:06:30,14.8,1.7,
2019/11/28 10:07:00,15.0,1.7,
2019/11/28 10:07:30,12.5,1.7,
2019/11/28 10:08:00,15.1,1.7,
2019/11/28 10:08:30,12.8,1.7,
2019/11/28 10:09:00,12.4,1.7,
2019/11/28 10:09:30,14.3,1.7,
2019/11/28 10:10:00,14.6,1.7,
2019/11/28 10:10:30,14.8,1.7,
2019/11/28 10:11:00,14.6,1.7,
2019/11/28 10:11:30,14.7,1.7,
2019/11/28 10:12:00,14.5,1.7,
2019/11/28 10:12:30,15.2,1.7,
2019/11/28 10:13:00,14.7,1.7,
2019/11/28 10:13:30,14.1,1.7,
2019/11/28 10:14:00,14.7,1.7,
2019/11/28 10:14:30,15.3,1.7,
2019/11/28 10:15:00,14.6,1.7,
2019/11/28 10:15:30,15.2,1.7,
2019/11/28 10:16:00,15.3,1.7,
2019/11/28 10:16:30,14.8,1.7,
2019/11/28 10:17:00,12.5,1.7,
2019/11/28 10:17:30,14.3,1.7,
2019/11/28 10:18:00,12.5,1.7,
2019/11/28 10:18:30,12.5,1.7,
2019/11/28 10:19:00,14.9,1.7,
2019/11/28 10:19:30,12.6,1.7,
2019/11/28 10:20:00,14.2,1.7,
2019/11/28 10:20:30,12.4,1.7,
2019/11/28 10:21:00,13.9,1.7,
2019/11/28 10:21:30,15.0,1.7,
2019/11/28 10:22:00,14.8,1.7,
2019/11/28 10:22:30,15.0,1.7,
2019/11/28 10:23:00,13.1,1.7,
2019/11/28 10:23:30,12.6,1.7,
2019/11/28 10:24:00,15.1,1.7,
2019/11/28 10:24:30,15.2,1.7,
2019/11/28 10:25:00,14.0,1.7,
2019/11/28 10:25:30,12.6,1.7,
2019/11/28 10:26:00,14.8,1.7,
2019/11/28 10:26:30,13.6,1.7,
2019/11/28 10:27:00,12.7,1.7,
2019/11/28 10:27:30,13.0,1.7,
2019/11/28 10:28:00,15.2,1.7,
2019/11/28 10:28:30,14.9,1.7,
2019/11/28 10:29:00,13.4,1.7,
2019/11/28 10:29:30,15.2,1.7,
2019/11/28 10:30:00,13.9,1.7,
2019/11/28 10:30:30,15.3,1.7,
2019/11/28 10:31:00,12.5,1.7,
2019/11/28 10:31:30,13.0,1.7,
2019/11/28 10:32:00,14.7,1.7,
2019/11/28 10:32:30,14.3,1.7,
2019/11/28 10:33:00,14.8,1.7,
2019/11/28 10:33:30,15.2,1.7,
2019/11/28 10:34:00,13.4,1.7,
2019/11/28 10:34:30,13.9,1.7,
2019/11/28 10:35:00,15.1,1.7,
2019/11/28 10:35:30,13.4,1.7,
2019/11/28 10:36:00,12.3,1.7,
2019/11/28 10:36:30,14.8,1.7,
2019/11/28 10:37:00,12.6,1.7,
2019/11/28 10:37:30,12.9,1.7,
2019/11/28 10:38:00,12.4,1.7,
2019/11/28 10:38:30,13.0,1.7,
2019/11/28 10:39:00,14.9,1.7,
2019/11/28 10:39:30,12.3,1.7,
2019/11/28 10:40:00,14.9,1.7,
2019/11/28 10:40:30,14.6,1.7,
2019/11/28 10:41:00,14.5,1.7,
2019/11/28 10:41:30,14.7,1.7,
2019/11/28 10:42:00,14.6,1.7,
2019/11/28 10:42:30,12.4,1.7,
2019/11/28 10:43:00,14.9,1.7,
2019/11/28 10:43:30,14.9,1.7,
2019/11/28 10:44:00,15.1,1.7,
2019/11/28 10:44:30,13.2,1.7,
2019/11/28 10:45:00,14.6,1.7,
2019/11/28 10:45:30,13.7,1.7,
2019/11/28 10:46:00,13.3,1.7,
2019/11/28 10:46:30,13.1,1.7,
2019/11/28 10:47:00,14.3,1.7,
2019/11/28 10:47:30,13.2,1.7,
2019/11/28 10:48:00,15.1,1.7,
2019/11/28 10:48:30,12.5,1.7,
2019/11/28 10:49:00,13.2,1.7,
2019/11/28 10:49:30,14.7,1.7,
2019/11/28 10:50:00,14.9,1.7,
2019/11/28 10:50:30,15.2,1.7,
2019/11/28 10:51:00,12.8,1.7,
2019/11/28 10:51:30,15.2,1.7,
2019/11/28 10:52:00,12.8,1.7,
2019/11/28 10:52:30,14.9,1.7,
2019/11/28 10:53:00,14.9,1.7,
2019/11/28 10:53:30,14.7,1.7,
2019/11/28 10:54:00,13.2,1.7,
2019/11/28 10:54:30,13.1,1.7,
2019/11/28 10:55:00,15.2,1.7,
2019/11/28 10:55:30,12.2,1.7,
2019/11/28 10:56:00,15.1,1.7,
2019/11/28 10:56:30,15.3,1.7,
2019/11/28 10:57:00,15.4,1.7,
2019/11/28 10:57:30,13.7,1.7,
2019/11/28 10:58:00,14.2,1.7,
2019/11/28 10:58:30,14.0,1.7,
2019/11/28 10:59:00,15.2,1.7,
2019/11/28 10:59:30,14.8,1.7,
2019/11/28 11:00:00,14.5,1.7,
2019/11/28 11:00:30,14.3,1.7,
2019/11/28 11:01:00,13.0,1.7,
2019/11/28 11:01:30,15.2,1.7,
2019/11/28 11:02:00,14.9,1.7,
2019/11/28 11:02:30,14.9,1.7,
2019/11/28 11:03:00,12.8,1.7,
2019/11/28 11:03:30,14.9,1.7,
2019/11/28 11:04:00,13.0,1.7,
2019/11/28 11:04:30,14.7,1.7,
2019/11/28 11:05:00,14.7,1.7,
2019/11/28 11:05:30,13.3,1.7,
2019/11/28 11:06:00,13.3,1.7,
2019/11/28 11:06:30,14.6,1.7,
2019/11/28 11:07:00,14.6,1.7,
2019/11/28 11:07:30,12.9,1.7,
2019/11/28 11:08:00,15.1,1.7,
2019/11/28 11:08:30,14.1,1.7,
2019/11/28 11:09:00,14.9,1.7,
2019/11/28 11:09:30,14.0,1.7,
2019/11/28 11:10:00,12.1,1.7,
2019/11/28 11:10:30,14.1,1.7,
2019/11/28 11:11:00,14.5,1.7,
2019/11/28 11:11:30,15.1,1.7,
2019/11/28 11:12:00,14.6,1.7,
2019/11/28 11:12:30,14.8,1.7,
2019/11/28 11:13:00,12.4,1.7,
2019/11/28 11:13:30,13.2,1.7,
2019/11/28 11:14:00,12.8,1.7,
2019/11/28 11:14:30,13.1,1.7,
2019/11/28 11:15:00,13.0,1.7,
2019/11/28 11:15:30,14.2,1.7,
2019/11/28 11:16:00,14.7,1.7,
2019/11/28 11:16:30,14.1,1.7,
2019/11/28 11:17:00,14.9,1.7,
2019/11/28 11:17:30,12.8,1.7,
2019/11/28 11:18:00,14.6,1.7,
2019/11/28 11:18:30,15.0,1.7,
2019/11/28 11:19:00,15.1,1.7,
2019/11/28 11:19:30,14.7,1.7,
2019/11/28 11:20:00,13.0,1.7,
2019/11/28 11:20:30,14.9,1.7,
2019/11/28 11:21:00,12.3,1.7,
2019/11/28 11:21:30,14.8,1.7,
2019/11/28 11:22:00,15.2,1.7,
2019/11/28 11:22:30,14.5,1.7,
2019/11/28 11:23:00,14.8,1.7,
2019/11/28 11:23:30,14.7,1.7,
2019/11/28 11:24:00,14.2,1.7,
2019/11/28 11:24:30,14.3,1.7,
2019/11/28 11:25:00,14.9,1.7,
2019/11/28 11:25:30,15.1,1.7,
2019/11/28 11:26:00,13.6,1.7,
2019/11/28 11:26:30,14.4,1.7,
2019/11/28 11:27:00,14.9,1.7,
2019/11/28 11:27:30,14.8,1.7,
2019/11/28 11:28:00,14.5,1.7,
2019/11/28 11:28:30,12.3,1.7,
2019/11/28 11:29:00,14.0,1.7,
2019/11/28 11:29:30,12.2,1.7,
2019/11/28 11:30:00,13.0,1.7,
2019/11/28 11:30:30,14.7,1.7,
2019/11/28 11:31:00,13.8,1.7,
2019/11/28 11:31:30,14.5,1.7,
2019/11/28 11:32:00,14.3,1.7,
2019/11/28 11:32:30,12.3,1.7,
2019/11/28 11:33:00,15.1,1.7,
2019/11/28 11:33:30,14.9,1.7,
2019/11/28 11:34:00,12.4,1.7,
2019/11/28 11:34:30,13.1,1.7,
2019/11/28 11:35:00,12.9,1.7,
2019/11/28 11:35:30,15.2,1.7,
2019/11/28 11:36:00,14.8,1.7,
2019/11/28 11:36:30,15.1,1.7,
2019/11/28 11:37:00,12.3,1.7,
2019/11/28 11:37:30,12.5,1.7,
2019/11/28 11:38:00,14.4,1.7,
2019/11/28 11:38:30,12.7,1.7,
2019/11/28 11:39:00,14.7,1.7,
2019/11/28 11:39:30,13.5,1.7,
2019/11/28 11:40:00,15.2,1.7,
2019/11/28 11:40:30,15.1,1.7,
2019/11/28 11:41:00,12.3,1.7,
2019/11/28 11:41:30,12.5,1.7,
2019/11/28 11:42:00,15.0,1.7,
2019/11/28 11:42:30,14.5,1.7,
2019/11/28 11:43:00,14.8,1.7,
2019/11/28 11:43:30,15.1,1.7,
2019/11/28 11:44:00,13.3,1.7,
2019/11/28 11:44:30,14.0,1.7,
2019/11/28 11:45:00,14.3,1.7,
2019/11/28 11:45:30,15.0,1.7,
2019/11/28 11:46:00,13.5,1.7,
2019/11/28 11:46:30,14.5,1.7,
2019/11/28 11:47:00,14.9,1.7,
2019/11/28 11:47:30,14.0,1.7,
2019/11/28 11:48:00,13.7,1.7,
2019/11/28 11:48:30,15.0,1.7,
2019/11/28 11:49:00,12.3,1.7,
2019/11/28 11:49:30,12.3,1.7,
2019/11/28 11:50:00,15.2,1.7,
2019/11/28 11:50:30,13.1,1.7,
2019/11/28 11:51:00,14.5,1.7,
2019/11/28 11:51:30,13.5,1.7,
2019/11/28 11:52:00,12.3,1.7,
2019/11/28 11:52:30,12.4,1.7,
2019/11/28 11:53:00,12.4,1.7,
2019/11/28 11:53:30,15.3,1.7,
2019/11/28 11:54:00,14.7,1.7,
2019/11/28 11:54:30,14.5,1.7,
2019/11/28 11:55:00,13.8,1.7,
2019/11/28 11:55:30,14.9,1.7,
2019/11/28 11:56:00,12.2,1.7,
2019/11/28 11:56:30,15.0,1.7,
2019/11/28 11:57:00,14.9,1.7,
2019/11/28 11:57:30,14.9,1.7,
2019/11/28 11:58:00,13.9,1.7,
2019/11/28 11:58:30,14.8,1.7,
2019/11/28 11:59:00,12.8,1.7,
2019/11/28 11:59:30,13.3,1.7,
2019/11/28 12:00:00,14.9,1.7,
2019/11/28 12:00:30,12.5,1.7,
2019/11/28 12:01:00,15.0,1.7,
2019/11/28 12:01:30,14.6,1.7,
2019/11/28 12:02:00,15.1,1.7,
2019/11/28 12:02:30,12.3,1.7,
2019/11/28 12:03:00,12.2,1.7,
2019/11/28 12:03:30,14.1,1.7,
2019/11/28 12:04:00,14.3,1.7,
2019/11/28 12:04:30,13.1,1.7,
2019/11/28 12:05:00,14.0,1.7,
2019/11/28 12:05:30,12.2,1.7,
2019/11/28 12:06:00,14.3,1.7,
2019/11/28 12:06:30,15.2,1.7,
2019/11/28 12:07:00,12.2,1.7,
2019/11/28 12:07:30,14.6,1.7,
2019/11/28 12:08:00,13.2,1.7,
2019/11/28 12:08:30,15.1,1.7,
2019/11/28 12:09:00,14.2,1.7,
2019/11/28 12:09:30,13.2,1.7,
2019/11/28 12:10:00,15.0,1.7,
2019/11/28 12:10:30,13.9,1.7,
2019/11/28 12:11:00,14.8,1.7,
2019/11/28 12:11:30,15.2,1.7,
2019/11/28 12:12:00,15.1,1.7,
2019/11/28 12:12:30,14.7,1.7,
2019/11/28 12:13:00,13.7,1.7,
2019/11/28 12:13:30,12.2,1.7,
2019/11/28 12:14:00,14.8,1.7,
2019/11/28 12:14:30,13.2,1.7,
2019/11/28 12:15:00,14.9,1.7,
2019/11/28 12:15:30,14.1,1.7,
2019/11/28 12:16:00,14.8,1.7,
2019/11/28 12:16:30,13.1,1.7,
2019/11/28 12:17:00,12.7,1.7,
2019/11/28 12:17:30,15.1,1.7,
2019/11/28 12:18:00,12.5,1.7,
2019/11/28 12:18:30,12.5,1.7,
2019/11/28 12:19:00,12.8,1.7,
2019/11/28 12:19:30,14.7,1.7,
2019/11/28 12:20:00,13.9,1.7,
2019/11/28 12:20:30,14.2,1.7,
2019/11/28 12:21:00,13.7,1.7,
2019/11/28 12:21:30,13.1,1.7,
2019/11/28 12:22:00,14.3,1.7,
2019/11/28 12:22:30,14.2,1.7,
2019/11/28 12:23:00,14.8,1.7,
2019/11/28 12:23:30,14.7,1.7,
2019/11/28 12:24:00,12.4,1.7,
2019/11/28 12:24:30,13.5,1.7,
2019/11/28 12:25:00,12.5,1.7,
2019/11/28 12:25:30,12.6,1.7,
2019/11/28 12:26:00,12.8,1.7,
2019/11/28 12:26:30,14.6,1.7,
2019/11/28 12:27:00,14.6,1.7,
2019/11/28 12:27:30,14.9,1.7,
2019/11/28 12:28:00,14.3,1.7,
2019/11/28 12:28:30,14.4,1.7,
2019/11/28 12:29:00,15.2,1.7,
2019/11/28 12:29:30,14.6,1.7,
2019/11/28 12:30:00,15.3,1.7,
2019/11/28 12:30:30,14.9,1.7,
2019/11/28 12:31:00,15.0,1.7,
2019/11/28 12:31:30,12.3,1.7,
2019/11/28 12:32:00,13.4,1.7,
2019/11/28 12:32:30,13.9,1.7,
2019/11/28 12:33:00,15.0,1.7,
2019/11/28 12:33:30,14.5,1.7,
2019/11/28 12:34:00,14.3,1.7,
2019/11/28 12:34:30,15.3,1.7,
2019/11/28 12:35:00,12.2,1.7,
2019/11/28 12:35:30,14.5,1.7,
2019/11/28 12:36:00,15.2,1.7,
2019/11/28 12:36:30,12.4,1.7,
2019/11/28 12:37:00,14.9,1.7,
2019/11/28 12:37:30,15.1,1.7,
2019/11/28 12:38:00,14.8,1.7,
2019/11/28 12:38:30,12.3,1.7,
2019/11/28 12:39:00,14.4,1.7,
2019/11/28 12:39:30,14.6,1.7,
2019/11/28 12:40:00,13.6,1.7,
2019/11/28 12:40:30,14.4,1.7,
2019/11/28 12:41:00,15.1,1.7,
2019/11/28 12:41:30,12.2,1.7,
2019/11/28 12:42:00,15.1,1.7,
2019/11/28 12:42:30,15.2,1.7,
2019/11/28 12:43:00,15.0,1.7,
2019/11/28 12:43:30,12.4,1.7,
2019/11/28 12:44:00,15.1,1.7,
2019/11/28 12:44:30,13.5,1.7,
2019/11/28 12:45:00,12.8,1.7,
2019/11/28 12:45:30,14.7,1.7,
2019/11/28 12:46:00,15.2,1.7,
2019/11/28 12:46:30,15.2,1.7,
2019/11/28 12:47:00,12.3,1.7,
2019/11/28 12:47:30,14.7,1.7,
2019/11/28 12:48:00,12.9,1.7,
2019/11/28 12:48:30,12.4,1.7,
2019/11/28 12:49:00,12.7,1.7,
2019/11/28 12:49:30,14.8,1.7,
2019/11/28 12:50:00,12.6,1.7,
2019/11/28 12:50:30,13.6,1.7,
2019/11/28 12:51:00,13.9,1.7,
2019/11/28 12:51:30,13.2,1.7,
2019/11/28 12:52:00,13.3,1.7,
2019/11/28 12:52:30,14.4,1.7,
2019/11/28 12:53:00,14.9,1.7,
2019/11/28 12:53:30,12.5,1.7,
2019/11/28 12:54:00,14.4,1.7,
2019/11/28 12:54:30,14.9,1.7,
2019/11/28 12:55:00,14.6,1.7,
2019/11/28 12:55:30,12.7,1.7,
2019/11/28 12:56:00,15.0,1.7,
2019/11/28 12:56:30,13.8,1.7,
2019/11/28 12:57:00,14.9,1.7,
2019/11/28 12:57:30,12.8,1.7,
2019/11/28 12:58:00,14.8,1.7,
2019/11/28 12:58:30,14.4,1.7,
2019/11/28 12:59:00,15.1,1.7,
2019/11/28 12:59:30,15.0,1.7,
2019/11/28 13:00:00,12.9,1.7,
2019/11/28 13:00:30,13.5,1.7,
2019/11/28 13:01:00,14.4,1.7,
2019/11/28 13:01:30,12.9,1.7,
2019/11/28 13:02:00,14.4,1.7,
2019/11/28 13:02:30,13.7,1.7,
2019/11/28 13:03:00,14.6,1.7,
2019/11/28 13:03:30,14.8,1.7,
2019/11/28 13:04:00,14.8,1.7,
2019/11/28 13:04:30,15.1,1.7,
2019/11/28 13:05:00,13.2,1.7,
2019/11/28 13:05:30,12.4,1.7,
2019/11/28 13:06:00,13.5,1.7,
2019/11/28 13:06:30,14.4,1.7,
2019/11/28 13:07:00,15.2,1.7,
2019/11/28 13:07:30,15.2,1.7,
2019/11/28 13:08:00,14.5,1.7,
2019/11/28 13:08:30,14.7,1.7,
2019/11/28 13:09:00,12.6,1.7,
2019/11/28 13:09:30,13.8,1.7,
2019/11/28 13:10:00,12.5,1.7,
2019/11/28 13:10:30,13.4,1.7,
2019/11/28 13:11:00,14.0,1.7,
2019/11/28 13:11:30,13.6,1.7,
2019/11/28 13:12:00,14.3,1.7,
2019/11/28 13:12:30,14.0,1.7,
2019/11/28 13:13:00,13.0,1.7,
2019/11/28 13:13:30,14.8,1.7,
2019/11/28 13:14:00,14.8,1.7,
2019/11/28 13:14:30,14.5,1.7,
2019/11/28 13:15:00,14.9,1.7,
2019/11/28 13:15:30,12.3,1.7,
2019/11/28 13:16:00,14.5,1.7,
2019/11/28 13:16:30,13.9,1.7,
2019/11/28 13:17:00,14.6,1.7,
2019/11/28 13:17:30,14.9,1.7,
2019/11/28 13:18:00,12.2,1.7,
2019/11/28 13:18:30,15.3,1.7,
2019/11/28 13:19:00,14.8,1.7,
2019/11/28 13:19:30,14.8,1.7,
2019/11/28 13:20:00,14.7,1.7,
2019/11/28 13:20:30,15.2,1.7,
2019/11/28 13:21:00,12.4,1.7,
2019/11/28 13:21:30,14.4,1.7,
2019/11/28 13:22:00,12.5,1.7,
2019/11/28 13:22:30,15.3,1.7,
2019/11/28 13:23:00,13.4,1.7,
2019/11/28 13:23:30,14.8,1.7,
2019/11/28 13:24:00,14.4,1.7,
2019/11/28 13:24:30,12.9,1.7,
2019/11/28 13:25:00,13.2,1.7,
2019/11/28 13:25:30,13.6,1.7,
2019/11/28 13:26:00,14.8,1.7,
2019/11/28 13:26:30,12.3,1.7,
2019/11/28 13:27:00,12.4,1.7,
2019/11/28 13:27:30,15.1,1.7,
2019/11/28 13:28:00,13.1,1.7,
2019/11/28 13:28:30,14.7,1.7,
2019/11/28 13:29:00,15.2,1.7,
2019/11/28 13:29:30,15.2,1.7,
2019/11/28 13:30:00,15.0,1.7,
2019/11/28 13:30:30,12.3,1.7,
2019/11/28 13:31:00,12.9,1.7,
2019/11/28 13:31:30,14.8,1.7,
2019/11/28 13:32:00,12.3,1.7,
2019/11/28 13:32:30,13.5,1.7,
2019/11/28 13:33:00,13.8,1.7,
2019/11/28 13:33:30,12.6,1.7,
2019/11/28 13:34:00,15.2,1.7,
2019/11/28 13:34:30,12.2,1.7,
2019/11/28 13:35:00,14.7,1.7,
2019/11/28 13:35:30,12.7,1.7,
2019/11/28 13:36:00,12.5,1.7,
2019/11/28 13:36:30,12.9,1.7,
2019/11/28 13:37:00,14.5,1.7,
2019/11/28 13:37:30,14.2,1.7,
2019/11/28 13:38:00,15.0,1.7,
2019/11/28 13:38:30,14.2,1.7,
2019/11/28 13:39:00,14.5,1.7,
2019/11/28 13:39:30,15.0,1.7,
2019/11/28 13:40:00,14.7,1.7,
2019/11/28 13:40:30,14.5,1.7,
2019/11/28 13:41:00,13.6,1.7,
2019/11/28 13:41:30,15.0,1.7,
2019/11/28 13:42:00,13.5,1.7,
2019/11/28 13:42:30,13.0,1.7,
2019/11/28 13:43:00,15.0,1.7,
2019/11/28 13:43:30,15.1,1.7,
2019/11/28 13:44:00,13.5,1.7,
2019/11/28 13:44:30,12.8,1.7,
2019/11/28 13:45:00,14.1,1.7,
2019/11/28 13:45:30,12.3,1.7,
2019/11/28 13:46:00,12.0,1.7,
2019/11/28 13:46:30,11.9,1.7,
2019/11/28 13:47:00,13.4,1.7,
2019/11/28 13:47:30,13.1,1.7,
2019/11/28 13:48:00,12.2,1.7,
2019/11/28 13:48:30,13.4,1.7,
2019/11/28 13:49:00,13.3,1.7,
2019/11/28 13:49:30,11.5,1.7,
2019/11/28 13:50:00,13.1,1.7,
2019/11/28 13:50:30,13.0,1.7,
2019/11/28 13:51:00,12.5,1.7,
2019/11/28 13:51:30,10.1,1.7,
2019/11/28 13:52:00,10.1,1.7,
2019/11/28 13:52:30,12.4,1.7,
2019/11/28 13:53:00,12.3,1.7,
2019/11/28 13:53:30,12.5,1.7,
2019/11/28 13:54:00,11.7,1.7,
2019/11/28 13:54:30,10.8,1.7,
2019/11/28 13:55:00,10.9,1.7,
2019/11/28 13:55:30,9.8,1.7,
2019/11/28 13:56:00,9.3,1.7,
2019/11/28 13:56:30,10.6,1.7,
2019/11/28 13:57:00,9.2,1.7,
2019/11/28 13:57:30,11.5,1.7,
2019/11/28 13:58:00,11.6,1.7,
2019/11/28 13:58:30,10.8,1.7,
2019/11/28 13:59:00,8.6,1.7,
2019/11/28 13:59:30,10.7,1.7,
2019/11/28 14:00:00,9.0,1.7,
2019/11/28 14:00:30,8.0,1.7,
2019/11/28 14:01:00,9.9,1.7,
2019/11/28 14:01:30,10.2,1.7,
2019/11/28 14:02:00,9.2,1.7,
2019/11/28 14:02:30,9.4,1.7,
2019/11/28 14:03:00,9.6,1.7,
2019/11/28 14:03:30,7.7,1.7,
2019/11/28 14:04:00,9.7,1.7,
2019/11/28 14:04:30,9.0,1.7,
2019/11/28 14:05:00,8.8,1.7,
2019/11/28 14:05:30,7.3,1.7,
2019/11/28 14:06:00,7.2,1.7,
2019/11/28 14:06:30,7.5,1.7,
2019/11/28 14:07:00,8.3,1.7,
2019/11/28 14:07:30,7.4,1.7,
2019/11/28 14:08:00,8.2,1.7,
2019/11/28 14:08:30,6.8,1.7,
2019/11/28 14:09:00,8.2,1.7,
2019/11/28 14:09:30,7.8,1.7,
2019/11/28 14:10:00,7.8,1.7,
2019/11/28 14:10:30,7.9,1.7,
2019/11/28 14:11:00,7.8,1.7,
2019/11/28 14:11:30,8.0,1.7,
2019/11/28 14:12:00,7.5,1.7,
2019/11/28 14:12:30,7.1,1.7,
2019/11/28 14:13:00,6.8,1.7,
2019/11/28 14:13:30,7.0,1.7,
2019/11/28 14:14:00,7.5,1.7,
2019/11/28 14:14:30,7.2,1.7,
2019/11/28 14:15:00,5.7,1.7,
2019/11/28 14:15:30,6.1,1.7,
2019/11/28 14:16:00,6.8,1.7,
2019/11/28 14:16:30,6.4,1.7,
2019/11/28 14:17:00,6.7,1.7,
2019/11/28 14:17:30,6.7,1.7,
2019/11/28 14:18:00,6.8,1.7,
2019/11/28 14:18:30,5.3,1.7,
2019/11/28 14:19:00,6.1,1.7,
2019/11/28 14:19:30,5.0,1.7,
2019/11/28 14:20:00,5.8,1.7,
2019/11/28 14:20:30,6.1,1.7,
2019/11/28 14:21:00,6.0,1.7,
2019/11/28 14:21:30,5.0,1.7,
2019/11/28 14:22:00,6.0,1.7,
2019/11/28 14:22:30,5.0,1.7,
2019/11/28 14:23:00,5.6,1.7,
2019/11/28 14:23:30,5.2,1.7,
2019/11/28 14:24:00,5.5,1.7,
2019/11/28 14:24:30,5.5,1.7,
2019/11/28 14:25:00,4.7,1.7,
2019/11/28 14:25:30,4.2,1.7,
2019/11/28 14:26:00,4.7,1.7,
2019/11/28 14:26:30,5.1,1.7,
2019/11/28 14:27:00,5.6,1.7,
2019/11/28 14:27:30,4.5,1.7,
2019/11/28 14:28:00,5.2,1.7,
2019/11/28 14:28:30,4.2,1.7,
2019/11/28 14:29:00,4.6,1.7,
2019/11/28 14:29:30,5.0,1.7,
2019/11/28 14:30:00,4.6,1.7,
2019/11/28 14:30:30,5.0,1.7,
2019/11/28 14:31:00,4.9,1.7,
2019/11/28 14:31:30,5.1,1.7,
2019/11/28 14:32:00,3.8,1.7,
2019/11/28 14:32:30,4.7,1.7,
2019/11/28 14:33:00,4.0,1.7,
2019/11/28 14:33:30,4.8,1.7,
2019/11/28 14:34:00,4.6,1.7,
2019/11/28 14:34:30,4.7,1.7,
2019/11/28 14:35:00,4.7,1.7,
2019/11/28 14:35:30,4.5,1.7,
2019/11/28 14:36:00,4.6,1.7,
2019/11/28 14:36:30,4.3,1.7,
2019/11/28 14:37:00,4.3,1.7,
2019/11/28 14:37:30,4.4,1.7,
2019/11/28 14:38:00,4.0,1.7,
2019/11/28 14:38:30,4.3,1.7,
2019/11/28 14:39:00,4.2,1.7,
2019/11/28 14:39:30,4.1,1.7,
2019/11/28 14:40:00,3.5,1.7,
2019/11/28 14:40:30,3.8,1.7,
2019/11/28 14:41:00,3.8,1.7,
2019/11/28 14:41:30,3.6,1.7,
2019/11/28 14:42:00,3.7,1.7,
2019/11/28 14:42:30,3.8,1.7,
2019/11/28 14:43:00,3.6,1.7,
2019/11/28 14:43:30,3.3,1.7,
2019/11/28 14:44:00,2.9,1.7,
2019/11/28 14:44:30,3.7,1.7,
2019/11/28 14:45:00,2.9,1.7,
2019/11/28 14:45:30,3.5,1.7,
2019/11/28 14:46:00,2.8,1.7,
2019/11/28 14:46:30,2.7,1.7,
2019/11/28 14:47:00,3.4,1.7,
2019/11/28 14:47:30,3.3,1.7,
2019/11/28 14:48:00,3.1,1.7,
2019/11/28 14:48:30,3.1,1.7,
2019/11/28 14:49:00,3.1,1.7,
2019/11/28 14:49:30,3.1,1.7,
2019/11/28 14:50:00,2.8,1.7,
2019/11/28 14:50:30,2.4,1.7,
2019/11/28 14:51:00,2.4,1.7,
2019/11/28 14:51:30,2.9,1.7,
2019/11/28 14:52:00,2.8,1.7,
2019/11/28 14:52:30,2.8,1.7,
2019/11/28 14:53:00,2.6,1.7,
2019/11/28 14:53:30,2.6,1.7,
2019/11/28 14:54:00,2.3,1.7,
2019/11/28 14:54:30,2.2,1.7,
2019/11/28 14:55:00,2.3,1.7,
2019/11/28 14:55:30,2.3,1.7,
2019/11/28 14:56:00,2.3,1.7,
2019/11/28 14:56:30,2.2,1.7,
2019/11/28 14:57:00,2.3,1.7,
2019/11/28 14:57:30,2.0,1.7,
2019/11/28 14:58:00,1.8,1.7,
2019/11/28 14:58:30,2.0,1.7,
2019/11/28 14:59:00,2.0,1.7,
