population,light,date,mean.daily.temp,ADD
superior,low,12/26/19,4.16215625,81.16482353
superior,low,12/27/19,4.4206875,85.58551103
superior,low,12/28/19,4.2874375,89.87294853
superior,low,12/29/19,4.165822917,94.03877144
superior,low,12/30/19,4.474552083,98.51332353
superior,low,12/31/19,4.497604167,103.0109277
superior,low,1/1/20,4.468354167,107.4792819
superior,low,1/2/20,4.630083333,112.1093652
superior,low,1/3/20,4.478375,116.5877402
superior,low,1/4/20,4.425833333,121.0135735
superior,low,1/5/20,4.285,125.2985735
superior,low,1/6/20,4.306125,129.6046985
superior,low,1/7/20,4.3036875,133.908386
superior,low,1/8/20,4.303958333,138.2123444
superior,low,1/9/20,4.346885417,142.5592298
superior,low,1/10/20,4.20165625,146.760886
superior,low,1/11/20,4.493541667,151.2544277
superior,low,1/12/20,4.4141875,155.6686152
superior,low,1/13/20,4.307395833,159.976011
superior,low,1/14/20,4.100739583,164.0767506
superior,low,1/15/20,4.469520833,168.5462714
superior,low,1/16/20,4.301927083,172.8481985
superior,low,1/17/20,4.116041667,176.9642402
superior,low,1/18/20,4.092520833,181.056761
superior,low,1/19/20,4.10103125,185.1577923
superior,low,1/20/20,4.032666667,189.1904589
superior,low,1/21/20,4.047291667,193.2377506
superior,low,1/22/20,4.129614583,197.3673652
superior,low,1/23/20,4.13340625,201.5007714
superior,low,1/24/20,4.173083333,205.6738548
superior,low,1/25/20,4.263604167,209.9374589
superior,low,1/26/20,4.356770833,214.2942298
superior,low,1/27/20,4.455708333,218.7499381
superior,low,1/28/20,4.151,222.9009381
superior,low,1/29/20,4.050541667,226.9514798
superior,low,1/30/20,4.085479167,231.0369589
superior,low,1/31/20,4.151427083,235.188386
superior,low,2/1/20,4.437208333,239.6255944
superior,low,2/2/20,4.535520833,244.1611152
superior,low,2/3/20,4.562604167,248.7237194
superior,low,2/4/20,4.559625,253.2833444
superior,low,2/5/20,4.521979167,257.8053235
superior,low,2/6/20,4.526041667,262.3313652
superior,low,2/7/20,4.543375,266.8747402
superior,low,2/8/20,4.533895833,271.408636
superior,low,2/9/20,4.5181875,275.9268235
superior,low,2/10/20,4.572354167,280.4991777
superior,low,2/11/20,4.5636875,285.0628652
superior,low,2/12/20,4.556916667,289.6197819
superior,low,2/13/20,4.58746875,294.2072506
superior,low,2/14/20,4.534708333,298.7419589
superior,low,2/15/20,4.5255,303.2674589
superior,low,2/16/20,4.5620625,307.8295214
superior,low,2/17/20,4.529833333,312.3593548
superior,low,2/18/20,4.5718125,316.9311673
superior,low,2/19/20,4.630416667,321.5615839
superior,low,2/20/20,4.355770833,325.9173548
superior,low,2/21/20,4.28309375,330.2004485
superior,low,2/22/20,4.278229167,334.4786777
superior,low,2/23/20,4.502697917,338.9813756
superior,low,2/24/20,4.496458333,343.4778339
superior,low,2/25/20,4.4850625,347.9628964
superior,low,2/26/20,4.508041667,352.4709381
superior,low,2/27/20,4.536583333,357.0075214
superior,low,2/28/20,4.376541667,361.3840631
superior,low,2/29/20,4.361104167,365.7451673
superior,low,3/1/20,4.355958333,370.1011256
superior,low,3/2/20,4.381958333,374.4830839
superior,low,3/3/20,4.436125,378.9192089
superior,low,3/4/20,4.61971875,383.5389277
superior,low,3/5/20,4.35284375,387.8917714
superior,low,3/6/20,4.344583333,392.2363548
superior,low,3/7/20,4.302875,396.5392298
superior,low,3/8/20,4.3166875,400.8559173
superior,low,3/9/20,4.45525,405.3111673
superior,low,3/10/20,4.736083333,410.0472506
superior,low,3/11/20,4.402,414.4492506
superior,low,3/12/20,4.45096875,418.9002194
superior,low,3/13/20,4.699322917,423.5995423
superior,low,3/14/20,4.380333333,427.9798756
superior,low,3/15/20,4.552208333,432.5320839
superior,low,3/16/20,4.341604167,436.8736881
superior,low,3/17/20,4.386020833,441.2597089
superior,low,3/18/20,4.6564375,445.9161464
superior,low,3/19/20,4.361375,450.2775214
superior,low,3/20/20,4.4125625,454.6900839
superior,low,3/21/20,4.512395833,459.2024798
superior,low,3/22/20,4.235979167,463.4384589
superior,low,3/23/20,4.258729167,467.6971881
superior,low,3/24/20,4.5126875,472.2098756
superior,low,3/25/20,4.2874375,476.4973131
superior,low,3/26/20,4.322104167,480.8194173
superior,low,3/27/20,4.54834375,485.367761
superior,low,3/28/20,4.373833333,489.7415944
superior,low,3/29/20,4.4060625,494.1476569
superior,low,3/30/20,4.5573125,498.7049694
superior,low,3/31/20,4.302875,503.0078444
superior,low,4/1/20,4.289604167,507.2974485
superior,low,4/2/20,4.466791667,511.7642402
superior,low,4/3/20,4.3963125,516.1605527
superior,low,4/4/20,4.396583333,520.557136
superior,low,4/5/20,4.485614583,525.0427506
superior,low,4/6/20,4.311270833,529.3540214
superior,low,4/7/20,4.297458333,533.6514798
superior,low,4/8/20,4.330333333,537.9818131
superior,low,4/9/20,4.31425,542.2960631
superior,low,4/10/20,4.310729167,546.6067923
superior,low,4/11/20,4.358712329,550.9655046
superior,medium,12/6/19,3.075809524,3.075809524
superior,medium,12/7/19,2.866479167,5.94228869
superior,medium,12/8/19,3.0396875,8.98197619
superior,medium,12/9/19,2.9493125,11.93128869
superior,medium,12/10/19,2.905625,14.83691369
superior,medium,12/11/19,3.469721311,18.306635
superior,medium,12/12/19,4.11246875,22.41910375
superior,medium,12/13/19,4.25128125,26.670385
superior,medium,12/14/19,4.414458333,31.08484334
superior,medium,12/15/19,4.276916667,35.36176
superior,medium,12/16/19,4.12365625,39.48541625
superior,medium,12/17/19,4.184427083,43.66984334
superior,medium,12/18/19,4.25446875,47.92431209
superior,medium,12/19/19,4.07925,52.00356209
superior,medium,12/20/19,4.082229167,56.08579125
superior,medium,12/21/19,4.0914375,60.17722875
superior,medium,12/22/19,4.165447917,64.34267667
superior,medium,12/23/19,4.26225,68.60492667
superior,medium,12/24/19,4.155895833,72.7608225
superior,medium,12/25/19,4.14484375,76.90566625
superior,medium,12/26/19,4.149239583,81.05490584
superior,medium,12/27/19,4.35,85.40490584
superior,medium,12/28/19,4.2565625,89.66146834
superior,medium,12/29/19,4.182760417,93.84422875
superior,medium,12/30/19,4.121208333,97.96543709
superior,medium,12/31/19,4.089208333,102.0546454
superior,medium,1/1/20,4.045270833,106.0999163
superior,medium,1/2/20,4.18765625,110.2875725
superior,medium,1/3/20,4.282833333,114.5704058
superior,medium,1/4/20,4.260083333,118.8304892
superior,medium,1/5/20,4.158427083,122.9889163
superior,medium,1/6/20,4.187447917,127.1763642
superior,medium,1/7/20,4.194604167,131.3709683
superior,medium,1/8/20,4.202677083,135.5736454
superior,medium,1/9/20,4.188739583,139.762385
superior,medium,1/10/20,4.135677083,143.8980621
superior,medium,1/11/20,4.407958333,148.3060204
superior,medium,1/12/20,4.3378125,152.6438329
superior,medium,1/13/20,4.34990625,156.9937392
superior,medium,1/14/20,4.360291667,161.3540308
superior,medium,1/15/20,4.6469375,166.0009683
superior,medium,1/16/20,4.38575,170.3867183
superior,medium,1/17/20,4.259541667,174.64626
superior,medium,1/18/20,4.255208333,178.9014683
superior,medium,1/19/20,4.290145833,183.1916142
superior,medium,1/20/20,4.255479167,187.4470933
superior,medium,1/21/20,4.250875,191.6979683
superior,medium,1/22/20,4.287708333,195.9856767
superior,medium,1/23/20,4.289875,200.2755517
superior,medium,1/24/20,4.313708333,204.58926
superior,medium,1/25/20,4.371395833,208.9606558
superior,medium,1/26/20,4.420958333,213.3816142
superior,medium,1/27/20,4.4778125,217.8594267
superior,medium,1/28/20,4.295020833,222.1544475
superior,medium,1/29/20,4.229479167,226.3839267
superior,medium,1/30/20,4.244645833,230.6285725
superior,medium,1/31/20,4.255479167,234.8840517
superior,medium,2/1/20,4.2549375,239.1389892
superior,medium,2/2/20,4.264416667,243.4034058
superior,medium,2/3/20,4.322375,247.7257808
superior,medium,2/4/20,4.312895833,252.0386767
superior,medium,2/5/20,4.21115625,256.2498329
superior,medium,2/6/20,4.220270833,260.4701038
superior,medium,2/7/20,4.2516875,264.7217913
superior,medium,2/8/20,4.195625,268.9174163
superior,medium,2/9/20,4.175739583,273.0931558
superior,medium,2/10/20,4.331583333,277.4247392
superior,medium,2/11/20,4.312895833,281.737635
superior,medium,2/12/20,4.254125,285.99176
superior,medium,2/13/20,4.263625,290.255385
superior,medium,2/14/20,4.0638125,294.3191975
superior,medium,2/15/20,4.025885417,298.3450829
superior,medium,2/16/20,4.127645833,302.4727288
superior,medium,2/17/20,4.098875,306.5716038
superior,medium,2/18/20,4.311541667,310.8831454
superior,medium,2/19/20,4.322625,315.2057704
superior,medium,2/20/20,4.288979167,319.4947496
superior,medium,2/21/20,4.223572917,323.7183225
superior,medium,2/22/20,4.240833333,327.9591558
superior,medium,2/23/20,4.4125,332.3716558
superior,medium,2/24/20,4.422854167,336.79451
superior,medium,2/25/20,4.420145833,341.2146558
superior,medium,2/26/20,4.4158125,345.6304683
superior,medium,2/27/20,4.449822917,350.0802913
superior,medium,2/28/20,4.350541667,354.4308329
superior,medium,2/29/20,4.328604167,358.7594371
superior,medium,3/1/20,4.322645833,363.0820829
superior,medium,3/2/20,4.340520833,367.4226038
superior,medium,3/3/20,4.392520833,371.8151246
superior,medium,3/4/20,4.544427083,376.3595517
superior,medium,3/5/20,4.4423125,380.8018642
superior,medium,3/6/20,4.412020833,385.213885
superior,medium,3/7/20,4.380604167,389.5944892
superior,medium,3/8/20,4.386833333,393.9813225
superior,medium,3/9/20,4.471572917,398.4528954
superior,medium,3/10/20,4.558114583,403.01101
superior,medium,3/11/20,4.322916667,407.3339267
superior,medium,3/12/20,4.3361875,411.6701142
superior,medium,3/13/20,4.50378125,416.1738954
superior,medium,3/14/20,4.360020833,420.5339163
superior,medium,3/15/20,4.422958333,424.9568746
superior,medium,3/16/20,4.291229167,429.2481038
superior,medium,3/17/20,4.340791667,433.5888954
superior,medium,3/18/20,4.514125,438.1030204
superior,medium,3/19/20,4.407416667,442.5104371
superior,medium,3/20/20,4.4613125,446.9717496
superior,medium,3/21/20,4.52459375,451.4963433
superior,medium,3/22/20,4.32725,455.8235933
superior,medium,3/23/20,4.351083333,460.1746767
superior,medium,3/24/20,4.521177083,464.6958538
superior,medium,3/25/20,4.363270833,469.0591246
superior,medium,3/26/20,4.389,473.4481246
superior,medium,3/27/20,4.509322917,477.9574475
superior,medium,3/28/20,4.410666667,482.3681142
superior,medium,3/29/20,4.438833333,486.8069475
superior,medium,3/30/20,4.569010417,491.3759579
superior,medium,3/31/20,4.4418125,495.8177704
superior,medium,4/1/20,4.431520833,500.2492913
superior,medium,4/2/20,4.545947917,504.7952392
superior,medium,4/3/20,4.467541667,509.2627808
superior,medium,4/4/20,4.465104167,513.727885
superior,medium,4/5/20,4.564013699,518.2918987
